,PID: Dem (no lean),PID: Ind (no lean),PID: Rep (no lean),overall
Monthly,0.03835034781963318,0.04880535193312846,0.06080083254396023,0.049092825059694235
Daily,0.0779476506246314,0.030593110332047313,0.08859624495004823,0.07219584421154955
Don't know/ No opinion,0.08202034725791221,0.1618768831167572,0.09795834271126645,0.10466576684121469
Weekly,0.18537182356010168,0.11200420353130142,0.1369239465946369,0.1516551754274367
Rarely,0.19503582296816088,0.19136110191658082,0.15238772819023608,0.1779850317087172
Never,0.4212740077695606,0.4553593491701847,0.46333290500985197,0.44440535675138765
