,overall
Multiple times a day,0.12254561114771499
Can't recall / Not sure,0.1289616794227192
Not at all,0.13982292726042778
Almost every day,0.1660664431794966
Once or twice,0.19629849277831432
A few times a week,0.24630484621132714
