"ResponseID","xdemAll","demZIP","BPC1_1","BPC1_2","BPC1_3","BPC1_4","BPC1_5","BPC2_1NET","BPC2_2NET","BPC2_3NET","BPC2_4NET","BPC2_5NET","BPC2_6NET","BPC2_7NET","BPC2_8NET","BPC2_9NET","BPC2_10NET","BPC2_11NET","BPC2_12NET","BPC2_13NET","BPC2_14NET","BPC3_1NET","BPC3_2NET","BPC3_3NET","BPC3_4NET","BPC3_5NET","BPC3_6NET","BPC3_7NET","BPC3_8NET","BPC3_9NET","BPC3_10NET","BPC3_11NET","BPC3_12NET","BPC3_13NET","BPC3_14NET","BPC3_15NET","BPC4_1NET","BPC4_2NET","BPC4_3NET","BPC4_4NET","BPC4_5NET","BPC4_6NET","BPC4_7NET","BPC4_8NET","BPC4_9NET","BPC4_10NET","BPC4_11NET","BPC4_12NET","BPC4_13NET","BPC4_14NET","BPC4_15NET","BPC5_1NET","BPC5_2NET","BPC5_3NET","BPC5_4NET","BPC5_5NET","BPC5_6NET","BPC5_7NET","BPC5_8NET","BPC5_9NET","BPC5_10NET","BPC5_11NET","BPC5_12NET","BPC5_13NET","BPC5_14NET","BPC5_15NET","BPC6_1NET","BPC6_2NET","BPC6_3NET","BPC6_4NET","BPC6_5NET","BPC6_6NET","BPC6_7NET","BPC6_8NET","BPC6_9NET","BPC6_10NET","BPC6_11NET","BPC6_12NET","BPC6_13NET","BPC6_14NET","BPC6_15NET","BPC6_16NET","BPC6_17NET","BPC6_18NET","BPC6_19NET","BPC6_20NET","BPC7_1NET","BPC7_2NET","BPC7_3NET","BPC7_4NET","BPC7_5NET","BPC7_6NET","BPC7_7NET","BPC7_8NET","BPC7_9NET","BPC7_10NET","BPC7_11NET","BPC7_12NET","BPC7_13NET","BPC7_14NET","BPC7_15NET","BPC7_16NET","BPC7_17NET","BPC7_18NET","BPC7_19NET","BPC7_20NET","BPC8_1NET","BPC8_2NET","BPC8_3NET","BPC8_4NET","BPC8_5NET","BPC8_6NET","BPC8_7NET","BPC8_8NET","BPC8_9NET","BPC8_10NET","BPC8_11NET","BPC9","BPC10","BPC11","BPC12","BPC13","BPC14_1","BPC14_2","BPC14_3","BPC14_4","BPC14_5","BPC14_6","BPC14_7","BPC14_8","BPC14_9","BPC14_10","BPC15","BPC16_1NET","BPC16_2NET","BPC16_3NET","BPC16_4NET","BPC16_5NET","BPC16_6NET","BPC16_7NET","BPC16_8NET","BPC16_9NET","BPC16_10NET","BPC17_1","BPC17_2","BPC17_3","BPC17_4","BPC18","BPC19","BPC20a","BPC20b","BPC20c","BPC21a","BPC21b","BPC21c","BPC22a","BPC22b","BPC22c","BPC23a","BPC23b","BPC23c","BPC24_1","BPC24_2","BPC24_3","BPC24_4","BPC24_5","BPC24_6","BPC24_7","BPC24_8","BPC24_9","BPC24_10","BPC24_11","nr1","nr2b","nr3","BPC20","BPC21","BPC22","BPC23","xdemGender","age","demAgeGeneration","xpid3","xpidGender","xdemIdeo3","xeduc3","xdemInc3","xdemWhite","xdemHispBin","demBlackBin","demRaceOther","xdemReligion","xdemReligOther","xdemEvang","xdemUsr","xdemEmploy","xdemMilHH1","xnr1","xdemBidenApprove","xdemBidenApprove2","xnr3","xsubVote22O","xsubVote20O","xsubVote18O","xreg4","demInsured","demInsType","demUnion","demLGBTQ1","xdemMarried","BPCxdem1","BPCxdem2","BPCxdem3","BPCxdem4","BPCxdem5","county_fips","demGender","wts"
"R_7TLbghbaXtyFNBm",1,"45154",1,1,1,3,3,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,3,3,3,3,1,3,NA,1,NA,NA,1,NA,NA,3,NA,NA,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,3,3,1,1,2,3,5,3,1,1,1,NA,NA,NA,4,NA,NA,3,5,2,2,2,4,1,2,2,2,2,2,NA,2,1,2,2,2,2,1,2,39071,1,0.270797055457592
"R_3XjcyPrJe7ujFLz",1,"89015",1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,6,3,2,4,2,4,1,2,NA,1,2,2,4,2,1,4,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,3,1,1,1,2,1,2,1,1,1,1,3,2,3,1,1,2,2,3,2,1,2,2,4,1,1,1,NA,1,1,NA,5,NA,2,3,8,2,2,2,3,1,1,1,1,4,1,1,2,7,2,2,2,2,1,2,32003,2,2.348084673722929
"R_41jjYhtZtkKvJrH",1,"90017",2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,4,2,NA,3,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,3,3,3,3,3,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,4,3,2,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,NA,NA,NA,1,NA,1,1,1,2,1,1,1,1,1,1,4,4,1,4,1,1,1,1,2,1,1,NA,6037,1,1.454249092649735
"R_6s5h78bgywCCjm4",1,"97236",1,3,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,4,4,4,3,3,3,NA,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,3,2,3,3,3,2,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,1,1,3,1,2,2,1,2,3,2,2,2,3,1,2,2,2,2,2,1,2,1,2,2,2,2,1,NA,NA,NA,1,NA,2,2,1,2,2,2,3,1,1,1,1,4,1,1,2,1,2,2,2,1,3,NA,41051,2,2.6110430378707985
"R_6dGt9YElpOT7c1m",1,"34668",4,4,4,4,4,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,4,2,2,4,5,5,5,NA,4,5,5,5,4,3,2,1,2,2,1,1,2,2,2,2,3,3,3,3,3,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,3,3,1,1,1,2,2,1,1,NA,NA,4,NA,NA,2,1,2,2,1,1,3,1,1,1,3,1,1,2,1,1,2,2,1,1,NA,12101,1,2.139871780459657e-6
"R_1FRDo3Kl3iERWse",1,"08012",5,5,3,3,3,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,2,5,5,2,5,5,4,NA,4,5,4,4,5,5,4,1,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,2,2,2,2,3,2,2,3,3,3,3,2,4,2,3,3,3,3,1,4,4,3,5,3,1,1,1,NA,NA,NA,4,NA,NA,2,6,2,2,2,4,2,2,2,4,1,1,5,2,4,2,2,2,2,1,2,34007,1,0.07015003444559278
"R_7jZZnthbUg4LlA0",1,"19464",2,1,2,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,4,1,5,5,4,5,5,5,NA,5,5,2,5,5,5,3,2,2,2,2,2,2,1,2,2,2,2,1,5,3,3,2,NA,3,NA,NA,1,NA,NA,4,NA,NA,2,NA,3,1,1,2,4,3,3,1,2,1,4,1,2,1,3,1,4,2,1,1,2,1,1,3,1,2,NA,1,1,NA,1,NA,1,1,2,2,1,1,2,1,1,4,4,1,1,1,2,1,2,1,2,2,4,NA,42091,1,0.7506982198050322
"R_57OtdZvQn2FaND4",1,"77026",4,5,1,4,4,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,NA,1,4,1,3,1,2,1,1,1,1,2,1,2,1,2,2,2,3,3,3,3,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,2,2,2,2,2,2,1,1,2,2,2,4,1,2,2,2,1,1,2,2,3,5,3,1,2,NA,NA,1,NA,4,NA,NA,1,1,2,2,2,4,1,2,1,2,3,1,4,2,1,1,2,2,1,1,NA,48201,1,0.25337667532150937
"R_1jcCPj8M2N891W7",1,"33029",5,5,5,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,NA,3,3,3,3,4,3,2,2,2,2,2,1,2,2,2,2,4,3,2,5,3,3,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,3,4,4,4,4,1,4,4,3,3,4,4,1,1,3,1,1,1,3,1,2,3,1,1,1,3,3,NA,NA,NA,1,1,NA,2,2,1,2,1,1,1,3,1,1,1,3,1,1,2,1,1,1,2,1,1,NA,12011,1,2.17367348820998
"R_5D6c6nvvOj4fRSB",1,"76542",5,2,3,3,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,5,2,6,5,2,3,2,2,4,NA,4,2,4,3,3,3,1,1,1,1,2,1,2,2,2,2,4,6,1,6,4,2,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,3,1,2,1,1,2,1,1,3,3,1,2,2,4,2,3,2,2,3,1,4,4,3,5,3,1,2,1,NA,NA,NA,1,NA,1,2,1,2,2,2,4,2,2,2,2,3,1,1,2,1,1,2,2,2,1,NA,48027,1,0.7872887467504893
"R_6Ic1J9BG4MuoPLU",1,"28202",1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,NA,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,4,4,4,4,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,3,2,1,1,NA,NA,1,NA,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,NA,37119,2,1.4722008768027237e-6
"R_5HnX7AjpCGTUsUx",1,"07042",4,4,4,3,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,3,1,1,1,NA,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,3,3,2,1,2,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,1,1,1,1,1,1,1,2,4,1,2,1,2,2,1,1,2,1,1,1,2,2,NA,1,1,NA,5,NA,2,2,1,2,2,2,4,1,1,1,1,1,1,1,2,1,2,2,2,1,4,NA,34013,1,2.058831627227263
"R_3SuglCCCqq9VgWG",1,"45202",4,4,4,3,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,3,2,2,NA,4,5,3,4,3,3,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,1,2,1,2,1,1,1,2,3,1,1,5,1,1,1,1,1,1,2,1,1,2,1,1,NA,NA,1,NA,5,NA,2,1,1,2,1,1,1,5,4,1,1,2,1,1,2,1,1,1,2,1,2,NA,39061,1,0.3976424919833773
"R_3vfaHHjCvP52TJs",1,"06517",5,5,5,5,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,3,5,5,5,5,5,5,5,NA,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,5,NA,4,NA,NA,4,NA,NA,3,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,3,1,1,1,1,3,5,3,1,2,NA,NA,NA,1,1,NA,2,2,5,2,2,2,4,1,4,4,4,1,1,3,2,1,2,2,2,2,1,2,9009,1,1.191192421315559
"R_1cCa9oRt2rcFq1P",1,"97526",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,2,3,2,3,3,3,NA,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,3,3,3,3,4,1,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,5,5,5,5,5,5,5,5,5,5,5,1,1,7,5,5,5,5,1,1,2,2,3,2,1,2,1,NA,NA,NA,4,NA,NA,3,1,2,1,1,1,7,4,4,4,4,2,NA,2,1,2,1,2,2,1,NA,41033,1,0.19125571465798416
"R_1eXoceiPOZ9Cjq5",1,"85015",5,4,4,4,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,6,3,6,5,1,5,4,4,4,NA,5,4,5,3,4,5,2,1,2,2,1,2,1,2,2,2,6,6,6,6,1,1,2,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,1,1,2,1,1,1,1,3,2,3,4,2,4,2,2,2,2,4,2,3,3,3,6,3,2,2,1,1,NA,NA,1,NA,2,1,1,1,2,2,4,2,2,2,2,4,1,7,2,1,2,2,2,2,1,NA,4013,2,4.318573275534099e-6
"R_3q8tyNLLa4qIyyd",1,"45644",5,5,5,1,5,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,4,6,5,4,4,3,4,4,NA,5,4,5,4,5,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,2,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,1,1,2,2,2,2,1,2,2,2,3,2,4,4,3,3,3,3,2,4,4,3,6,2,1,1,1,NA,NA,NA,1,NA,2,3,6,2,2,2,4,4,4,2,4,2,1,5,2,1,1,2,2,2,4,2,39141,2,1.8989188665965546
"R_6CUVUd2rHd04qC7",1,"32258",1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,3,2,5,1,5,5,5,5,NA,5,5,5,5,5,6,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,2,1,2,4,2,3,4,2,2,2,3,1,2,5,1,1,1,1,1,4,4,2,3,2,1,2,1,NA,NA,NA,1,NA,2,2,6,2,1,1,2,5,4,1,4,3,1,5,2,1,2,1,2,2,1,2,12031,1,0.1678876362376259
"R_7lPZlRwsKAOKxP3",1,"14075",5,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,6,3,1,5,2,3,5,4,NA,3,5,4,4,5,5,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,4,1,1,1,1,1,1,1,1,2,1,2,2,4,2,2,4,4,4,1,4,4,3,5,3,1,1,1,NA,NA,NA,4,NA,NA,2,1,2,2,2,4,2,2,2,2,1,1,1,2,1,1,2,2,2,1,NA,36029,1,0.7501013119039918
"R_6j7DYliQDkCat6B",1,"60440",4,4,3,4,4,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,5,2,3,5,2,2,5,1,3,NA,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,3,4,1,4,4,1,1,1,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,4,NA,NA,2,5,2,1,1,2,5,1,1,4,2,1,3,2,4,2,1,2,2,1,1,17197,1,0.20173681806977176
"R_1rvkWswaaBuZUXx",1,"94010",3,3,3,3,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,3,4,4,3,3,3,2,3,NA,2,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2,3,3,3,3,3,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,NA,NA,NA,1,4,NA,NA,2,1,2,1,1,1,1,1,1,1,4,1,4,2,1,2,1,2,2,1,NA,6081,1,1.9327755034311334
"R_7Sxa8hsk6O8ELq9",1,"70802",3,1,1,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,3,5,6,5,3,3,3,3,NA,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,3,6,4,6,5,2,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,1,1,2,2,3,2,1,2,NA,NA,1,NA,1,NA,2,1,1,2,2,NA,NA,1,4,4,4,3,1,6,2,4,2,2,2,2,1,NA,22033,1,0.2971368199684697
"R_10UTPb6vKmVgHTn",1,"27870",5,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,5,3,5,5,4,3,3,3,3,NA,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,2,4,1,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,3,2,4,1,2,2,2,2,2,3,4,3,6,2,1,1,1,NA,NA,NA,5,NA,2,3,6,2,2,2,4,1,2,2,2,3,2,NA,2,1,2,2,2,2,1,2,37083,2,0.14500882599792686
"R_536UTUptNJOw4eJ",1,"40701",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,6,3,4,4,5,5,NA,5,5,5,5,5,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,2,2,2,3,2,3,3,1,2,4,1,1,1,7,1,1,1,1,1,3,3,1,1,1,1,1,1,NA,NA,NA,1,NA,1,3,7,2,1,1,1,7,4,4,4,3,1,6,2,1,2,1,2,2,1,1,21235,1,0.5140120573799007
"R_11MkZWWmTDaVQAB",1,"39564",1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3,3,3,NA,3,3,3,3,3,3,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,1,1,1,1,1,1,1,2,1,1,1,2,4,1,2,2,2,3,1,2,2,3,5,2,3,3,1,NA,NA,NA,1,NA,1,2,1,2,2,2,4,1,2,2,2,3,1,1,2,1,1,2,2,1,1,NA,28059,1,0.9989327618170345
